Countries,Religion,TermName,NorwegianDefinition,Context,ConceptTranslation,,Feeling,Date,Comment
"1, 2","Islam, kristen",Fritid,Tid en da en har fri,I mange kulturer skiller man ikke det som foregår i den private sfæren fra jobben. Venner på jobben er venner privat og en inviterer gjerne sjefen til bryllupsfesten,"I Norge er arbeid og fritid ofte som to atskilte land med et hva i mellom. En norsk kollega som du føler er en venn på jobben, vil ikke automatisk invitere deg hjem til seg. Men noen er venner også utenom jobben, så det går an for deg å invitere og se om din kollega inviterer deg igjen. Dersom han ikke gjør det, betyr det at han bare vil være en god kollega. ",,Avslappet,2003,
"1, 2","Islam, kristen",Følge regler,Handle i samsvar med reglene eller rette seg etter reglene,Regler kan bli sette på som ”veiledende” og ikke noe som man behøver ta så alvorlig. ,"Reglene og prosedyrene, som er satt opp av ledelsen på arbeidsplassen, er som de kloke ord eldre personer gir yngre for at de skal leve i trygghet og beskytte familiens ære. De kjenner området bedre og er ditt lys dit du skal og gjør reisen kortere.     Det er dumt ikke å følge reglene og prosedyrene og senere måtte be om råd når øynene er blitt røde. Husk at til og med de sterke kan blø",,Plikt,2003,
"1, 2","Islam, kristen",Pauser (urettmessig) ,"Midlertidig opphold, avbrekk, stopp","Med så kort arbeidstid som vi har i Norge er det viktig at pausene blir regulert. I varme land, der det også er mindre  skille mellom arbeid og fritid, må det tas oftere pauser. Man forventer også at det er en ytre overvåkning som passer på at man tar passelige pauser. ","Den som bruker arbeidstiden til å gjøre andre ting enn å arbeide for arbeidsgiveren, kan sammenlignes med en som stjeler tepper fra Moskeen og selger dem. Disse pengene er haram.                   En som ikke jobber i arbeidstiden kan også sammenlignes med en arbeider som sover på arbeidsmarken. Alle vet at der det kun er søvn, kommer sult. Det er forbudt å få te for den som ikke jobber.                                                                                                Det kan også sammenlignes med en som stjeler sparepengene til bestefaren sin Hvis du sloss med tiden og utnytter arbeidsplassen din i Norge, går det ut over din moral og du taper æren.                      ",,Ulovlig,2004,
"1, 2","Islam, kristen",Møte til bestemt tid,Tidsforståelse hvor klokketid er det avgjørende for når ting skal skje (liniær tid),"Ulike tidskonspt som kolliderer med lineær tid , fører til at innvandrere ikke kommer på klokkeslettet. ","Klokketid er viktig i Norge. Her er det like viktig å komme til avtalt klokketid til jobben, møter, avtaler eller til legen, som det er i vårt hjemland til begravelse og tidebønn. Tiden er som gull i Norge og øynene til en nordmann blir tørre og røde dersom han må se mot døren og du ikke kommer.                                                       Dersom du ikke kommer til avtalt klokketid, vil du bli sett på som en man ikke kan stole på og du mister æren.",,Tvang,2007,
"1, 2","Islam, kristen",Kildesortering,"Inndele eller ordne rester fra industri, arbeidssted, husholdning.",Kildesortering i husholdningen er viktig for den enkelte og for samfunnet. ,"De fleste steder i Norge er det kommunal kildesortering. På samme måte som frukt og grønnsaker sorteres, må søppel sorteres.
 På samme måte som skogen er en, men det finnes mange ulike dyr, planter og trær der, er det mye forskjellig søppel som må sorteres etter bestemte regler.  
På samme måte som hvert lam går til sin mor etter melking, må hver type søppel gå til sin kilde.
",,Arbeid som er av betydning for fellesskapet,2003,
"1, 2","Islam, kristen",Tid i Norge,"Linjært tidskonsept der tid oppfattes som hendelsers konstante bevegelse fra fortid til nåtid til fremtid.               Måles i år, måneder, uker, dager, minutter og sekunder, og angis ved klokkeslett, avhengig av hvilken tidsberegning som blir brukt.",Mange flyktninger og innvandrere kommer ikke ”på tiden” på grunn av ulike tidskonsept. ,"Klokketid er viktig i Norge. Her er det like viktig å komme til avtalt klokketid på jobben, møter, avtaler eller til legen, som det er å komme presis til begravelse og tidebønn.                                        Tiden er som gull i Norge og øynene til en nordmann blir tørre og røde dersom han må se mot døren og du ikke kommer.                   I mange land kan man jobbe så mye man orker og sjefen blir veldig glad. I Norge er det annerledes. På samme måte som ramadan varer en måned varer en arbeidsdag 7,5 timer.                 Dersom du ikke kommer til avtalt klokketid, vil du bli sett på som en mann ikke kan stole på og du mister æren.",,Viktig;Verdifullt,2003,
"1, 2","Islam, kristen",Lover i Norge,"Loven regulerer enkelte forhold mellom private, mellom private og det offentlige eller mellom offentlige organer. I tillegg til dette setter staten sin autoritet bak regelen, normalt i form av en eller annen form for tvang. ",Noen tar lett på det som har med lover å gjøre,"På samme måten som en liten sykdom raskt kan utvikle seg og føre til døden, kan enn liten ting som gjøres mot loven, bli en stor sak.                                                                                                         Når du gjør noe galt i arbeidslivet kan dette sammenlignes med et ødelagt marked for en handelsmann.                                                På samme måten som vi sier at loven er blind og loven kjenner ingen, er det når offentlige ansatte bestemmer noe fordi de har lovhjemmel.                                                                                            På samme måte som en kvinne som nettopp har født ikke kan gå i moskeen, men har lovlig fravær, må du ha lovlig fravær for ikke å være på jobb. Hva som er lovlig fravær står skrevet i reglene for din arbeidsplass.                                                                                 Når vi i Norge snakker om lovverket er det som å si at alle lovene er samlet i lommen til kongen. På samme måte som Sharia i islam inneholder alle lovene inneholder lovverket alle lovene i Norge.",,Strengt;Alvorlig ,2007,
"1, 2, ","Islam, kristen",Samtykke,"Informert samtykke er en frivillig, uttrykkelig og informert erklæring fra den registrerte om at han eller hun godtar behandling av opplysninger om seg selv eller en vedkommende har myndighet over.","Personalet i for eksempel barnehagen må ha foreldrenes samtykke før behandling settes i gang.    Må ha samtykke når de skal for eksempel ta bilder av barna og sende disse til andre familier, ","På samme måte som en kvinne gir samtykke til sin far, bror, eller onkel når hun skal vies hjemme, må du gi ditt samtykke når andre skal gjøre noe som angår deg eller dine barn.                      Kurdistan: Det kan også sies med det kjente kurdiske ordtaket: Du får kjøttet, jeg får beinet.                                                                På samme måte som en kvinne gir samtykke til sin far, bror, eller onkel når hun skal vies hjemme, må foreldre gi sitt samtykke når andre skal bestemme over barnet.                                                                                                    ",,Godta,2007,
"1, 2, 3, ","Islam, kristen",Offentlig,"Som alle har adgang til, for åpne dører                    Som har med stat og kommune (hele samfunnet) å gjøre           Som angår alle             Den del av samfunns-livet som er åpent,             i prinsippet for enhver, og ikke lukket, det vil si «privat».","I mange land (kollektivistiske kulturer) spiller det offentlige en liten rolle i menneskenes liv.                                         For å forstå konsept som skatt, sosialstøtte, barnevern, skole etc. trenger en å vite hva ”det offentlige ” er i Norge. ","Mange av de oppgavene som familien eller klanen tar seg av i vårt hjemland, for eksempel barnepass, omsorg for syke, gamle og handikappede, hjelp ved arbeidsledighet og mye annet, tar det offentlige seg av i Norge. Du kan stole like mye på menneskene ansatt i det offentlige som på en god storebror eller andre i din egen familie eller klan.                                                                                                                                                       På samme måten som moskeen er for alle muslimer, er det offentlige i Norge for alle som bor der og er nummer èn etter hjemmet.                                                                                             På samme måten som Guds jord er brei, gjør det offentlige plass for alle.                                                                                                 Et ordtak sier at ingen kan dekke solen med to fingrer og lyset kommer til alle – slik er det offentlige i Norge. Man kan også si at det offentlige er som Bakhi Gshti.
",,For meg og alle andre ,2008,
"1, 2, 3, ",,Vanligvis,Det som skjer ofte,,"Noe som skjer vanligvis kan sammenlignes med ris til middag, eller å drikke te.  Det er noe som skjer veldig ofte.",,Forutsigbarhet,2007,
"1, 2, 3, ","Islam, kristen",Taushetsplikt,"Taushetsplikt er en ordning som begrenser muligheten til å offentliggjøre visse opplysninger. (For eksempel personlige opplysninger om en persons fysiske og psykiske helse, privatlivet, eller om informasjon som kan være til skade for fellesskapet dersom den blir offentlig kjent)",Opplysninger gitt av offentlig ansatte er som oftest konfidensielle og taushetsbelagte. . ,"Taushetsplikt i Norge kan sammenlignes med familiehemmeligheter i vårt land.  Ansatte i det offentlige vil ta vare på det du sier, selv om du ikke kjenner dem.                            På samme måten som familiemedlemmer beskytter familieæren, forteller heller ikke ansatte i det offentlige dine hemmeligheter til noen andre. På samme måten som dette er haram for en muslim, er det straffbart i Norge. Her vet ansatte i det offentlige at hvis tungen lar være, kan hode slappe av og de har salaam.                 Afghanistan: På samme måte som folk i vårt hjemland er forpliktet av amaanet, er alle som jobber i det offentlige forpliktet av taushetsplikten.                                                                              Nigeria: Det kan også sammenlignes med en blodpakt som er forseglet med juju.",,Trygghet,2003,
"1, 2, 3, ","Islam, kristen",Leder,"Person som leder noe, styrer, fører",To organisasjoner (basis og prosjekt) En som smører maskineriet) Forventer en faglig kompetanse,En leder i Aker er som en storebror. Du kan også ha flere ledere på samme måte som du kan ha flere storebrødre.,,Trygghet;Respekt ,2010,
"5, Polen",Katolsk,Avmakt,Tyranni ,Kan brukes om relasjoner med ulikt maktforhold og der den ene parten er skadelidende,"Når man ikke får uttale seg eller har medbestemmelsesrett kan personen si: 
„Jeg ble murt inne”.
",,"Håpløshet;Frustrasjon;Apati   
",2011,
"5, Polen",Katolsk,Avmakt – ikke få noe til på grunn av manglende ressurser. ,"Maktesløshet, vanmakt",Negative følger av å bli fratatt noe.,"Når man blir fratatt noe kan man si at man blir vingeklippet. 

Podcinac  skrzydła
",,Tap;Fratatt noe,2011,
"5, Polen",Katolsk,Fiasko ,"Noe fullstendig mislykket, totalt nederlag",Når man gjør noe dumt kan det bli negative konsekvenser av dette.,"Det er vanlig at mennesker skylder på seg selv når det går godt og på andre (stat, kommune, sjefen etc.) når det går dårlig. Det er ofte slik at man selv har mest innflytelse på egen situasjon. Da kan man si at slik vi  rer opp sengen, slik sover vi  (Norsk: som man reder så ligger man.) 
Jak sobie pościelesz, tak się wyśpisz
",,Nederlag,2011,
"5, Polen",Katolsk,Forsikring og forsikringsselskap i Norge,"Økonomisk avtale som går ut på at en part overlater en risiko, for f. eks. brann, dødsfall, innbrudd, ulykker, til en annen mot å betale et statistisk utregnet vederlag",,Tegner vi  en forsikring vil forsikringsselskapet ta over risikoen. Det er for oss som en metallutrustning for ridderen; vi  er ridderen og metallutrustningen er forsikringsselskapet i Norge. ,,Trygghet ,2011,
"5, Polen",Katolsk,Framgang ,"Utvikling mot noe bedre; framskritt, medgang, suksess",En bedrift kan plutselig gå bedre. ,Når noe mer eller mindre plutselig går bedre kan man si man får vind i seilene.  Zlapac wiatr w zagle,,Lykkes ,2011,
"5, Polen",Katolsk,Gjengjeldelse ,"Hevn, straff",Noen ganger får mennesker lyst å gjøre det samme igjen som det negative som er blitt gjort mot dem,"En barbarisk måte å gjengjelde forhold på kan uttrykkes ved øye for øye, tann for tann.    Oko za oko, ząb za ząb",,Frykt;Ondskap ,2011,
"5, Polen",Katolsk,Grådighet ,"Som vil ha mye, grisk; glupsk, forsluken; begjærlig",Dersom noen er grådige kan det ofte ende i en katastrofe,"Det var en mann som het Cyprian Zablocki. Han ville tjene formue ved å produsere såpe og selge den til utlandet. Til dette formålet skulle han bruke elva og transportere såpen i tette skrin. På grunn av sin grådighet ville Zablocki unngå å betale skatt i utlandet og valgte derfor å kaste alle skrinene med såpe ned i elva slik at båten drog dem under vannoverflaten. Han mente skrinene var såpass tette at såpen ville trygt komme frem vårt den skulle. Slik skjedde ikke da all såpen smeltet og Zablocki mistet alle penger han investerte. 

Wyjść jak Zabłocki na mydle
falach
",,Kravstor,2011,
"5, Polen",Katolsk,Misforståelser ,Når informasjon oppfattes på ulik måte og ingen av partene forstår hverandre.,,Når to er flere parter til stadighet misforstår hverandre kan man si de ikke bruker samme frekvens,,Frustrasjon;Håpløshet ,2011,
"5, Polen",Katolsk,Naivitet ,"Barnslighet, enfoldighet, troskyldighet","Noen innvandrere har høyere mål enn det som er mulig å oppnå i forhold til vi s bakgrunn, alder, økonomiske muligheter etc. ","Det er viktig å realitetsorientere unge, og noen ganger voksne, innvandrere. De kan ha store mål men ingen forutsetninger til å oppnå dem. Har ikke ferdigheter, verktøy, talent etc.  Vi kan si de prøver å nå solen med en hakke.                                                       Z motyką na słońce",,Dumt ,2011,
"5, Polen",Katolsk,Ny start,,"F.eks. Avslutte et forhold, og ikke holde kontakten med det gamle.",Noen ganger er det best å bryte all kontakt med fortiden. Da kan man si at man brenner broene bak seg.                                        Pal za sobą mostów,,Mot;Fred;Optimisme;Håp ,2011,
"5, Polen",Katolsk,Rettferdighet ,Behandle en etter fortjeneste,Vi  blir lønnet etter innsats.,Når man får lønn i forhold til hvordan man jobber kan man si: Slik jobb – slik betaling                                     Jaka praca taka płaca,,Rettferdighet ,2011,
"5, Polen",Katolsk,Selvopptatt  ,Tenker først og fremst på seg selv. ,Man kan ikke regne med at andre vil hjelpe. ,Man skal ikke alltid regne med at andre vil hjelpe når en trenger en hånd; de har ofte nok med seg selv. Alle skreller nepene til seg selv.        Każdy sobie rzepkę skrobie,,Erkjennelse,2011,
"5, Polen",Katolsk,Undertrykt ,Tyranni ,Kan brukes om relasjoner med ulikt maktforhold og der den ene parten er skadelidende,Når man ikke får uttale seg eller har medbestemmelsesrett kan personen si:    „Jeg ble murt inne”.,,Håpløshet;Frustrasjon;Apati   ,2011,
"5, Polen",Katolsk,Uvennskap ,"Svært dårlig forhold, bitterhet, fiendskap         Krangel, strid, slåsskamp stadig bråk. ",Ikke like hverandre. Krangle hele tiden. Ikke finne felles arenaer.,"Når to mennesker ikke går sammen, kan man si de lever  som hund med katt.               Żyć jak pies z kotem",,Negativitet;Ødeleggelse,2011,
"5, Polen",Katolsk,Instruks,"Instruks er en ordre, ofte skriftlig, som binder den underordnede instans eller person til å handle på en bestemt måte","I en bedrift finnes prosedyrer knyttet til hms. Noen av oppgavene til den ansatte er i form av instruks. Den ansatte kan ikke velge bort oppgaver som er gitt som instruks. En instruks er et påbud, forlangende eller ordre, - ikke noe den ansatte skal vurdere om en skal gjøre eller ikke","Det å ikke følge instrukser er som
å gå til alteret for å få
nattverdsoblat uten å gå til
syndsbekjennelse og skriftestolen.
En får ikke tilgivelse.",,Endelig;Avgjort;Ugjenkallelig,2010,
"5, Polen",Katolsk,Omdømme,"Dom, vurdering",Hvordan andre ser på ditt arbeidssted,"På samme måte som det polske ordtaket ""Jak cie widza, tak cie pisza"" (hvordan de ser deg, slik skriver de om deg) gir en opplevelse av hvor viktig andres oppfatninger er, slik skal begrepet omdømme forstås.",,,2010,
"5, Polen",Katolsk,Angre,Mulighet til komme tilbake') ,"F.eks. Ikke avslutte et forhold helt, og gjerne holde kontakten med det gamle.","Avslutter vi f.eks. et arbeidsforhold hos en arbeidsgiver, gjør det på den måten at vi er velkommen tilbake. Uansett hva vi gjør, husk å oppføre oss slik at vi har en vei tilbake: Ikke brenn broene bak oss.                                                                                               Nye pal za sobą mostów",,Håp ,2011,
"5, Polen",Katolsk,Ansatt i Norge,"Å være utnevnt, tilsatt i en bedrift",Rettigheter og plikter som er både generelle (for alle i Norge) og spesielle for Nortura. Det forventes lojalitet av alle og at alle er bedriftens ambassadører.,"Å være fast ansatt i Norge utløser mange goder; ulike trygde- og pensjonsordninger som Arbeids-ledighetstrygd, lånemuligheter, etc. Man kan også si det er som å være sammen med Zagłoba og Wołodyjowski.   (uttales som Sagwåba, Våvådijovski).",,Trygghet ,2011,
"5, Polen",Katolsk,Ansvar,"Moralsk, økonomisk el. (Juridisk) forpliktelse til å stå til rette for noe","Når vi har fått ansvar for noe, må vi følge opp og sluttføre dette - selv om vi trenger hjelp av andre. ","Når man er ansatt og skal arbeide mot en bestemt lønn, følger det ulikt ansvar med dette.  På samme måte som når vi får barn forplikter oss til å ta ansvar for barnets slik vil et arbeidsforhold gi oss forpliktelser på arbeidsplassen.",,Myndig ,2011,
"5, Polen",Katolsk,Ansvarsfraskrivelse ,Uten forpliktelse til å stå til rette for noe,Noen ganger kan man overlate ansvaret til andre.,Noen ganger vil man ta avstand fra forhold en ikke har noe med. Da kan man si: «Jeg vasker hendene bort fra dette».                          Umywam od tego ręce,,Lettelse,2011,
"5, Polen",Katolsk,Arbeidsgiver i Norge,"Person, firma som har arbeidere i sin tjeneste",Arbeidsgiver er ikke det samme i Norge som i Øst-Europa ,"Det er mange ulike arbeidsgivere i Norge – på samme måte som det er mange ulike arbeidsgivere i vårt land. Arbeidsmiljøloven regulerer mange forhold mellom arbeidsgiver og arbeidstaker. Ideelt sett kan man sammenligne norske arbeidsgivere med den berømte polske forretningsmannen og grunnleggeren av Business Centre Club,  Marek Goliszewski. Han er forbundet med gode lederegenskaper og beskrives som et godt og rettferdig menneske. ",,Trygghet;Plikt,2011,
"5, Polen",Katolsk,Arbeidsmiljø,"Forhold på arbeidsplassen som har med arbeidstyngde, arbeidsstilling, støy, forurensning, varme og ventilasjon å gjøre",Ansvaret for et godt arbeidsmiljø ligger på alle - ikke bare på ledelsen. ,"Forhold på arbeidsplassen som har å gjøre både med både fysiske forhold (arbeidstyngde, arbeidsstilling, støy, forurensning, varme og ventilasjon) og psykososiale forholdet (miljøet mellom menneskene som jobber der) er viktig for alle. På samme måte som alle i familien har ansvar for at huset vi  bor i er trygt, sikkert og trivelig for vår familie, slik må vi også betrakte arbeidsplassen din. ",,Motivasjon ,2011,
"5, Polen",Katolsk,Arbeidsmiljøloven i Norge,"Loven regulerer enkelte forhold mellom ansatte og arbeidsgiver. I tillegg til dette setter staten sin autoritet bak regelen, normalt i form av en eller annen form for tvang. ",Noen tar lett på det som har med lover å gjøre,,,Strengt;Alvorlig ,2011,
"5, Polen",Katolsk,Arbeidsreglement,"Regler 'ordne') forskrift, regler",Østeuropeere følger noen ganger sine egne regler for arbeidet. ,"Et arbeidsreglement er viktig i Norge og må følges nøye. Det er like strengt som de faste reglene rundt første kommunion, og kan ikke endres uten videre. ",,Strengt,2011,
"5, Polen",Katolsk,Arbeidstilsynet i Norge,Kommunal nemnd som påser at arbeidsmiljøloven blir overholdt,Det er ofte ikke tilstede i andre land.,,,Autoritet,2011,
"5, Polen",Katolsk,Arrogant ,"Hovmodig, hoven",Noen som alltid må ha siste ord. Hans ord må «ligge» øverst.,"For å beskrive et menneske som mener de alltid har rett, kan man si de putter sine 3 ører i potten. 

Wtrącić swoje trzy grosze
",,Underlegen ,2011,
"5, Polen",Katolsk,Avvik,"Det å vike av (fra en viss retning eller norm), forandring","Anmerkning er noe annet enn avvik. Kalles forbedringsbase, og avvik er en del forbedringssystemet. Gjentatte avvik på samme sak, får en tettere oppfølging. ","Noen arbeidsplasser har et avvikssystem. Når noe skjer som ikke skal skje, må arbeiderne selv melde fra. Mange liker ikke å melde fra om avvik, men i Norge gjøres dette for at det skal skje mindre feil. På samme måte som vi  må gi beskjed til legen om at noe er galt med kroppen vår for å få behandling, og for senere å bli bedre, må man gi beskjed om avvik på arbeidsplassen. 

Dersom man ikke sier fra kan det sammenlignes med å glemme å sy sammen utstoppet sau, som dragen Wawelski skulle spise (uttales Vavelski). Det må sies fra om dette.
",,Nødvendighet,2011,
"5, Polen",Katolsk,Balanse ,"Likevekt, ting går begge veier",Det som kan virke urettferdig i øyeblikket kan på sikt bli rettferdig,"Noen ganger kan en føle urettferdighet – at en gir mer enn man får. Men i det lange løp jevner det seg gjerne ut. Da kan man si: Slik Jacob er mot Gud, slik er Gud mot Jacob. 

 Jak Kuba Bogu, tak Bóg Kubie
",,Rettferdighet;Balansert,2011,
"5, Polen",Katolsk,Dumhet ,"Manglende forstand, omtanke",Vil vi noen vondt så skal vi selv kjenne på den bitre smaken av det en gang.,"Dersom vi  har onde hensikter med det vi  gjør kan man si vi  er lik en som graver hull under noen og selv faller i de hullene.
Kto pod kim dołki kopie ten sam w nie wpada
",,Dumhet ,2011,
"5, Polen",Katolsk,Fagforening i Norge,"Sammenslutning av lønnstakere, oftest innenfor et fag, som har som hovedformål å ivareta medlemmenes økonomiske interesser ",Det er viktig å presisere at fagforening i Norge er ulik andre fagforeninger.,"Fagforening er en sammenslutning av lønnstakere, oftest innenfor et fag, som har som hovedformål å ivareta medlemmenes økonomiske interesser.
Man kan si det at fagforeningen er En for alle, alle for en.
",,,2011,
"5, Polen",Katolsk,"Fare, (skjult) ","Nød, krise","Noe som når som helst kan resultere i en krise, nødsituasjon. ","Når noe kan plutselig bli farlig, sier vi at den/det er
som en tikkende bombe
",,"Utrygghet;Nervøsitet
",2011,
"5, Polen",Katolsk,Feriepengegrunnlag,"Den del av lønnen som ligger til grunn for, eller har basis i, eller danner utgangspunkt for, eller som danner forutsetning for beregning av de pengene vi får når vi har ferie. ",Feriepenger er ikke et tillegg til lønnen som er lik for alle – evt. urettferdig fordi de er forskjellige. ,"Den del av lønnen som danner grunnlaget for beregningen av de pengene vi  får i ferien. På samme måte som et hus som er bygget på fjell står støtt, vil en høy lønn være det beste grunnlaget for feriepengene. Er lønnen høy, får vi  mye feriepenger, er lønnen lav, får vi  lite feriepenger",,Økonomisk trygghet,2011,
"5, Polen",Katolsk,Forebygge,Hindre at noe skjer,Sikkerhet blir ikke alltid tatt like alvorlig i alle land.,"På arbeidsplassene legges det ned mye arbeid i å tenke forebyggende. Det er som å ha presten på besøk hjemme for å velsigne med vievann.
På samme måte som vi  må forsikre oss om at døra er låst og at naboer holder vakt for at ingen verdier skal forsvinne mens vi  er på ferie, setter man i verk tiltak på arbeidsplassen før en uønsket hendelse skjer.
",,Trygghet,2011,
"5, Polen",Katolsk,Fortrenge,Trenge vekk; trenge tilbake; trenge ut av bevisstheten,Forhold som gjelder HMS er alltid viktige å snakke om og ikke fortrenge. ,Viktige negative forhold kan være viktige å snakke om. Men det er lettere å la være å ta det opp og heller sope ting under teppet.           Zamiatać pod dywan,,Glemme,2011,
"5, Polen",Katolsk,HMS,"Helse, miljø og sikkerhet","Viktig arbeid i alle bedrifter, og innbefatter alle.","HMS betyr Helse, Miljø og Sikkerhet. På samme måte som dekalog (De Ti Bud) sørger for trygghet i troen slik skal HMS være som dekalog/bud for helse, miljø og sikkerhet på vår arbeidsplass!
Vi  blir ikke oppfattet som mann med gyldne hender, om vi  ikke følger dette og gjør arbeid på den måten vi  skal. 
",,Trygghet ,2011,
"5, Polen",Katolsk,Instrukser,"Forskrift, ordre.

 Handle i samsvar med det som står skrevet eller sagt av lederne
","Instrukser kan bli sette på som ”veiledende” og ikke noe som man behøver ta så alvorlig. 

Mange fra Øst-Europa vil gjerne fikse opp selv og bryr seg ikke så mye om formelle instrukser. 
","Instruksene skal gi oss trygghet – både at arbeidet er rett uført og at arbeidsplassen er et godt sted å være. Man kan si at instrukser er både plikt og beskyttelse. Dersom vi  ikke følger instruksene kan det sammenlignes med å gå til alteret for å få nattverdsoblat - uten å gå til syndsbekjennelse og skriftestolen. En får ikke tilgivelse. På samme måte er det alvorlig dersom vi  ikke følger instruksene i arbeidslivet. 
På samme måte som presten i vår lokale kirke følger en bestemt rekkefølge i løpet av gudstjenesten, og ikke kan unnlate å gi nattverd, slik må vi  også forholde oss til at arbeidsoppgavene dine må gjennomføres på en distinktiv måte og i en bestemt rekkefølge. 
(vift med hendene så lenge musikken spilles)
",,Plikt,2011,
"5, Polen",Katolsk,Kartlegging,Systematisk innsamling av informasjon for å forstå barnets begrensninger og muligheter,Barnet må kartlegges før det settes i gang tiltak,"For å kunne sette i gang tiltak, må forholdene først kartlegges slik at man forstår -  og så kan man gjøre det rette. På samme måte som når dragen Wawelski, skulle drepes, og man måtte vite hvor han bodde og hva han spiste, slik må også ulike forhold kartlegges før tiltak settes inn..
På samme måte som kona di/vi lager lister over hva som må kjøpes og gjøres før jul for å unngå at noe eller noen blir glemt, slik må også bedriftene få oversikt over prosesser og utfordringer for deretter f. eks. å gjøre  arbeidsplass bedre.
",,Smart ,2011,
"5, Polen",Katolsk,Kommunikasjon  ,"Forbindelse, overføring av informasjon, budskaps-formidling ",Det viktig f.eks. å oppføre seg på en   måte som andre forstår den samme meningen med. ,Det er viktig å kommunisere på en måte der alle parter forstår det samme. Folk skriver om oss slik de ser oss.,,Årvåkenhet;Klok,2011,
"5, Polen",Katolsk,Kommunikasjonsproblemer  ,Problemer med overføring av informasjon.,Kan brukes der det er problemer med å forstå hverandre ut fra et relasjonelt perspektiv. ,Når to er flere parter til stadighet misforstår hverandre kan man vi de ikke bruker / ikke er på  samme frekvens.,, Utfordringer;Frustrasjon ,2011,
"5, Polen",Katolsk,Kontroll,"Tilsyn, oppsyn, overvåking,                  Føre streng kontroll med noe / utstyret er regelmessig til kontroll / gjennomføre en kontroll","Ekspedisjon skal merke varene, og det skal være riktig hver gang.  Dersom merkingen er feil sendes varene tilbake fra butikken – selv om produktet er perfekt. Det er ikke kvalitetsleder som har ansvar, men VI  – produksjonsoperatør. Kontroll på alle nivå. Alt må kunne spores og det skal følge regelverket. Signaturen ansvarlig gjør og kan spores tilbake til de involverte. Folk er de viktigste detektorene.","Det er menneskelig å gjøre feil. Derfor har de fleste bedrifter ulike kontrollsystem. På sammen måte som røversjefen Janosik (uttales Janåsjik) måtte kontrollere om alle røvere hadde røverbelter (pas zbójnicki – uttales: pass sbonitski) på seg og var klare til innsats, slik må bedriftsledelsen kontrollere produksjonen. 

På samme måte som EU-kontroll av biler ofte oppfattes som plagsomt for bileiere, men samtidig som nødvendig,  slik må også alt på arbeidsplassen vår kontrolleres i forhold til regelverket.
",,Ansvarliggjøring ,2011,
"5, Polen",Katolsk,Krangel ,Si eller gjøre noe som fører til dårlige følelser hos andre.,Ord kan skade  veldig mye (mer enn penger),"Når man har sagt noe stygt til en person, koster det mye anstrengelse å rette det opp igjen. Da kan man si at ord er dyrere enn penger",,Kostbart ,2011,
"5, Polen",Katolsk,Kroppsspråk ,"Måten som en uttrykker følelser, sinnstilstand og holdninger på med kroppen. ","Noen ganger kler folk seg, og oppfører seg «ytre sett» på en måte som sender «feil» signaler til omgivelsene. ","Det er viktig å forstå både kleskoder, hilseskikker, „does and don’ts”  i en kultur fordi folk tolker mening inn i måten vi er og kler oss på: Hva sier utseendet vårt om oss?",,Lur;Smart  ,2011,
"5, Polen",Katolsk,Latskap ,"Det å være lat, dovenskap  ",Noen mennesker stoler så mye på Velferdsstaten at de tror de ikke behøver å gjøre noe.,"Dersom vi  kan arbeide må vi  arbeide for å tjene penger. Noen tror at det ikke er slik i Norge, men da tar de feil. I Norge er det også slik at ingen brød uten arbeid.                                                Bez pracy nie ma kołaczy",,Irritasjon ,2011,
"5, Polen",Katolsk,Leder,"Person som leder noe, styrer, fører","Viktig å stole på lederne og ha respekt for dem – skal samtidig være kolleger. Noen ganger ønsker Nortura at de ansatte gjør akkurat det lederne sier, og andre ganger appelleres det til samarbeid og selvstendighet.","Det er mange ulike ledere  i Norge. Men Arbeidsmiljøloven regulerer også en del av forholdet mellom leder og ansatt. En leder i Norge kan på mange måter sammenlignes med bl. a. den eldste ridderen.                                                                                   På samme måten som den polske pave Johannes Pauls lederskap var kjennetegnet av både trygghet, stabilitet, respekt og lojalitet, slik skal ideelt sett norske ledere  oppleves.",,Trygghet;Respekt,2011,
"5, Polen",Katolsk,Likhet ,"Det å være lik; fellestrekk, slektskap, ytre likhet ",Det å ikke kunne se forskjell på noe.,For å understreke at noen eller noe er veldig like/likt sier vi like som to dråper vann,,Forvirring ,2011,
"5, Polen",Katolsk,Normer,"Anerkjent regel, rettesnor, mønster",Noen lager sine egne regler og normer – noe som kan true kvalitet og sikkerhet. ,"Normene i et land kan være vanskelig å få øye på når man er ny i landet. På samme måte som den katolske katekismen (på polsk katechizm) gir troende en pekepinn på hvilken atferd som oppleves som positiv, slik skal også  normene i et land fungere. ",,Gjøre det rette;God selvfølelse,2011,
"5, Polen",Katolsk,Nybegynner/ opplæring ,,En må gå stegvis for å oppnå resultater,"Når unge mennesker kommer ut fra f.eks. universitetet tror de at de vet det meste. Dette gjelder også mennesker som har et lavt kunnskapsnivå. For å få kompetanse må man være tålmodig og gå ett skritt om gangen. Det kan være lang vei fra tråd til nøste.

Po nitce do kłębka
",,Tålmodighet,2011,
